,Date,Time_GPATS,Unknown1,Lat_GPATS,Lon_GPATS,Unknown2,ID,Lat_IG,Lon_IG,FFDI,Fuel type,Time_IG,Lat_diff,Lon_diff
95139,2008-01-26,06:09:41,699.0,-38.276302,146.640467,-14.6,C255480,-38.22831462,146.6481559,9.05,Temperate Grassland / Sedgeland,17:51:00,0.04798738000000213,0.0076889000000051055
95248,2008-01-26,06:12:56,157.0,-38.27411,146.501561,-12.4,C255479,-38.27764811,146.5479589,8.13,Woodland Grass/Herb-rich,17:37:00,-0.003538110000000927,0.04639789999998811
95256,2008-01-26,06:12:59,952.0,-38.23989,146.745973,-20.4,C255487,-38.20593944,146.7195245,9.58,Temperate Grassland / Sedgeland,17:25:00,0.03395056000000096,-0.026448499999986552
95266,2008-01-26,06:13:00,236.0,-38.248583,146.740541,-5.0,C255487,-38.20593944,146.7195245,9.58,Temperate Grassland / Sedgeland,17:25:00,0.04264356000000191,-0.02101650000000177
95319,2008-01-26,06:13:45,338.0,-38.253563,146.648889,-32.5,C255480,-38.22831462,146.6481559,9.05,Temperate Grassland / Sedgeland,17:51:00,0.025248380000000736,-0.0007330999999908272
95358,2008-01-26,06:14:33,244.0,-38.297224,146.559846,-23.4,C255479,-38.27764811,146.5479589,8.13,Woodland Grass/Herb-rich,17:37:00,0.019575889999998708,-0.011887099999995598
95378,2008-01-26,06:15:09,706.0,-38.313845,146.566459,-43.5,C255479,-38.27764811,146.5479589,8.13,Woodland Grass/Herb-rich,17:37:00,0.03619688999999937,-0.018500100000011344
95499,2008-01-26,06:16:17,302.0,-38.275969,146.689196,-7.4000001,C255480,-38.22831462,146.6481559,9.05,Temperate Grassland / Sedgeland,17:51:00,0.04765438000000444,-0.041040100000003576
95508,2008-01-26,06:16:21,459.0,-38.298462,146.555693,-25.299999,C255479,-38.27764811,146.5479589,8.13,Woodland Grass/Herb-rich,17:37:00,0.020813889999999446,-0.007734099999993305
95519,2008-01-26,06:16:32,472.0,-38.266029,146.660137,-29.200001,C255480,-38.22831462,146.6481559,9.05,Temperate Grassland / Sedgeland,17:51:00,0.037714380000004155,-0.011981099999985645
95549,2008-01-26,06:16:48,626.0,-38.239691,146.614846,-10.1,C255480,-38.22831462,146.6481559,9.05,Temperate Grassland / Sedgeland,17:51:00,0.011376380000001518,0.03330990000000611
95589,2008-01-26,06:17:17,261.0,-38.215849,146.662161,-28.9,C255480,-38.22831462,146.6481559,9.05,Temperate Grassland / Sedgeland,17:51:00,-0.0124656200000004,-0.014005099999991444
95609,2008-01-26,06:18:06,686.0,-38.266218,146.664943,-36.299999,C255480,-38.22831462,146.6481559,9.05,Temperate Grassland / Sedgeland,17:51:00,0.03790338000000304,-0.01678709999998773
95848,2008-01-26,06:19:29,375.0,-38.294237,146.57121,-20.6,C255479,-38.27764811,146.5479589,8.13,Woodland Grass/Herb-rich,17:37:00,0.0165888900000013,-0.023251100000010183
95879,2008-01-26,06:19:51,582.0,-38.23649,146.60286,-22.9,C255480,-38.22831462,146.6481559,9.05,Temperate Grassland / Sedgeland,17:51:00,0.008175380000004395,0.04529590000001349
95989,2008-01-26,06:21:39,515.0,-38.270889,146.633991,-10.9,C255480,-38.22831462,146.6481559,9.05,Temperate Grassland / Sedgeland,17:51:00,0.0425743799999978,0.01416489999999726
96038,2008-01-26,06:22:02,388.0,-38.285714,146.573441,-19.299999,C255479,-38.27764811,146.5479589,8.13,Woodland Grass/Herb-rich,17:37:00,0.008065889999997466,-0.025482100000004948
96198,2008-01-26,06:23:52,564.0,-38.297188,146.596118,-13.5,C255479,-38.27764811,146.5479589,8.13,Woodland Grass/Herb-rich,17:37:00,0.01953988999999723,-0.04815909999999235
96356,2008-01-26,06:26:13,380.0,-38.254857,146.757818,-18.0,C255487,-38.20593944,146.7195245,9.58,Temperate Grassland / Sedgeland,17:25:00,0.04891755999999958,-0.03829349999998044
96489,2008-01-26,06:28:43,754.0,-38.272226,146.691772,-13.9,C255480,-38.22831462,146.6481559,9.05,Temperate Grassland / Sedgeland,17:51:00,0.043911380000004385,-0.04361609999997995
96749,2008-01-26,06:31:46,636.0,-38.27169,146.680272,-24.6,C255480,-38.22831462,146.6481559,9.05,Temperate Grassland / Sedgeland,17:51:00,0.04337538000000052,-0.032116099999996095
96886,2008-01-26,06:33:07,247.0,-38.250278,146.680926,-16.6,C255487,-38.20593944,146.7195245,9.58,Temperate Grassland / Sedgeland,17:25:00,0.044338559999999916,0.0385985000000062
96889,2008-01-26,06:33:07,247.0,-38.250278,146.680926,-16.6,C255480,-38.22831462,146.6481559,9.05,Temperate Grassland / Sedgeland,17:51:00,0.02196338000000253,-0.03277009999999336
97018,2008-01-26,06:34:57,999.0,-38.315688,146.565009,-31.5,C255479,-38.27764811,146.5479589,8.13,Woodland Grass/Herb-rich,17:37:00,0.0380398900000003,-0.01705010000000584
97228,2008-01-26,06:36:49,946.0,-38.302409,146.593629,-22.5,C255479,-38.27764811,146.5479589,8.13,Woodland Grass/Herb-rich,17:37:00,0.02476088999999604,-0.04567009999999527
97266,2008-01-26,06:37:27,812.0,-38.253029,146.694052,-19.0,C255487,-38.20593944,146.7195245,9.58,Temperate Grassland / Sedgeland,17:25:00,0.04708955999999631,0.02547250000000645
97269,2008-01-26,06:37:27,812.0,-38.253029,146.694052,-19.0,C255480,-38.22831462,146.6481559,9.05,Temperate Grassland / Sedgeland,17:51:00,0.024714379999998926,-0.04589609999999311
97496,2008-01-26,06:40:17,177.0,-38.250243,146.688749,-15.7,C255487,-38.20593944,146.7195245,9.58,Temperate Grassland / Sedgeland,17:25:00,0.04430355999999591,0.030775500000004286
97499,2008-01-26,06:40:17,177.0,-38.250243,146.688749,-15.7,C255480,-38.22831462,146.6481559,9.05,Temperate Grassland / Sedgeland,17:51:00,0.021928379999998526,-0.040593099999995275
97517,2008-01-26,06:40:17,891.0,-37.043767,142.522465,-9.0,D567784,-37.0793,142.4726,23.85,Woodland Grass/Herb-rich,17:30:00,-0.035533000000000925,-0.04986500000001115
97797,2008-01-26,06:44:36,373.0,-37.049146,142.511256,-20.299999,D567784,-37.0793,142.4726,23.85,Woodland Grass/Herb-rich,17:30:00,-0.030154000000003123,-0.03865600000000313
98307,2008-01-26,06:51:58,200.0,-37.053068,142.507532,-27.799999,D567784,-37.0793,142.4726,23.85,Woodland Grass/Herb-rich,17:30:00,-0.026232000000000255,-0.03493199999999774
98557,2008-01-26,06:55:27,792.0,-37.121899,142.455224,-28.799999,D567784,-37.0793,142.4726,23.85,Woodland Grass/Herb-rich,17:30:00,0.04259899999999561,0.017376000000012937
100424,2008-01-26,07:12:23,574.0,-38.334844,146.235907,-5.9000001,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.045802010000002724,0.03706690000001345
100884,2008-01-26,07:17:41,864.0,-38.351912,146.230929,-9.5,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.028734010000000865,0.0420449000000076
101593,2008-01-26,07:25:28,457.0,-38.368129,146.290844,-22.0,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,-0.033970479999993586,-0.03153019999999174
101594,2008-01-26,07:25:28,457.0,-38.368129,146.290844,-22.0,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.012517009999996276,-0.017870099999981903
101613,2008-01-26,07:25:28,528.0,-38.371628,146.275131,-7.6999998,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,-0.030471479999995665,-0.015817199999986542
101614,2008-01-26,07:25:28,528.0,-38.371628,146.275131,-7.6999998,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.009018009999998355,-0.002157099999976708
101623,2008-01-26,07:25:28,595.0,-38.38304,146.29552,-8.8999996,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,-0.019059479999995688,-0.0362062000000094
101624,2008-01-26,07:25:28,595.0,-38.38304,146.29552,-8.8999996,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.0023939900000016223,-0.02254609999999957
101633,2008-01-26,07:25:28,632.0,-38.36003,146.26174,-16.1,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,-0.042069479999994996,-0.0024262000000021544
101634,2008-01-26,07:25:28,632.0,-38.36003,146.26174,-16.1,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.020616009999997686,0.01123390000000768
101943,2008-01-26,07:30:10,306.0,-38.395329,146.265953,-14.8,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,-0.006770480000000134,-0.006639199999995071
101944,2008-01-26,07:30:10,306.0,-38.395329,146.265953,-14.8,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.014682989999997176,0.0070209000000147626
101954,2008-01-26,07:30:10,658.0,-38.381949,146.322162,-6.4000001,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.0013029899999992267,-0.04918809999998075
102003,2008-01-26,07:30:49,606.0,-38.440823,146.255254,-19.0,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.038723520000004896,0.004059799999993174
102013,2008-01-26,07:30:49,649.0,-38.433512,146.256911,-15.8,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.0314125200000035,0.002402799999998706
102022,2008-01-26,07:30:54,384.0,-38.507563,146.095961,-9.5,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.0343218999999948,0.013299900000021125
102032,2008-01-26,07:30:54,449.0,-38.486257,146.06274,-10.2,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.013015899999999192,0.04652090000001863
102103,2008-01-26,07:31:47,911.0,-38.452019,146.256054,-5.5,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.049919520000003104,0.003259799999995039
102123,2008-01-26,07:31:48,174.0,-38.438405,146.239713,-8.1999998,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.0363055200000062,0.019600800000006302
102162,2008-01-26,07:31:57,108.0,-38.51499,146.128396,-17.299999,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.04174889999999465,-0.01913509999999974
102183,2008-01-26,07:32:16,532.0,-38.3912,146.286355,-27.799999,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,-0.010899479999999073,-0.02704119999998511
102184,2008-01-26,07:32:16,532.0,-38.3912,146.286355,-27.799999,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.010553989999998237,-0.013381099999975277
102193,2008-01-26,07:32:16,557.0,-38.389158,146.307972,-6.0,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,-0.012941479999994954,-0.048658200000005536
102194,2008-01-26,07:32:16,557.0,-38.389158,146.307972,-6.0,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.008511990000002356,-0.0349980999999957
102237,2008-01-26,07:32:38,281.0,-37.119469,142.512216,-15.6,D567784,-37.0793,142.4726,23.85,Woodland Grass/Herb-rich,17:30:00,0.04016899999999879,-0.03961599999999521
102282,2008-01-26,07:32:43,281.0,-38.456901,146.132237,-20.4,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.016340100000000746,-0.02297609999999395
102343,2008-01-26,07:33:19,954.0,-38.447727,146.295513,-18.6,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.045627520000003585,-0.036199199999998655
102352,2008-01-26,07:33:23,373.0,-38.494786,146.132876,-17.799999,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.021544899999994982,-0.023615100000000666
102372,2008-01-26,07:33:41,275.0,-38.497933,146.100389,-14.8,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.024691900000000544,0.008871900000002597
102382,2008-01-26,07:33:54,247.0,-38.473256,146.123982,-15.0,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,1.4899999996487168e-05,-0.014721100000002707
102482,2008-01-26,07:34:34,659.0,-38.434555,146.079144,-19.9,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.03868609999999961,0.030116899999995894
102512,2008-01-26,07:34:54,322.0,-38.481893,146.090595,-9.3999996,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.008651899999996715,0.01866590000000201
102522,2008-01-26,07:34:54,405.0,-38.484262,146.126214,-16.1,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.011020899999998335,-0.016953099999994947
102532,2008-01-26,07:34:54,686.0,-38.471249,146.127705,-9.1000004,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.0019921000000024947,-0.0184440999999822
102552,2008-01-26,07:35:02,265.0,-38.431387,146.071689,-20.9,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.04185410000000189,0.03757190000001742
102577,2008-01-26,07:35:17,663.0,-37.058792,142.50323,-6.9000001,D567784,-37.0793,142.4726,23.85,Woodland Grass/Herb-rich,17:30:00,-0.020508000000006632,-0.030630000000002156
102623,2008-01-26,07:35:27,930.0,-38.439206,146.262373,-21.799999,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.03710652000000181,-0.0030591999999955988
102773,2008-01-26,07:36:05,101.0,-38.416463,146.222838,-11.2,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.014363520000003405,0.036475800000005165
102782,2008-01-26,07:36:11,524.0,-38.503586,146.131594,-8.3000002,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.03034489999999579,-0.02233309999999733
102792,2008-01-26,07:36:12,413.0,-38.512571,146.079021,-13.8,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.039329899999998474,0.030239899999997988
102812,2008-01-26,07:36:22,477.0,-38.478182,146.118191,-13.2,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.004940899999994031,-0.008930099999986396
102863,2008-01-26,07:36:46,292.0,-38.446913,146.21546,-12.1,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.04481352000000527,0.043853799999993726
102892,2008-01-26,07:36:48,137.0,-38.48087,146.124895,-10.8,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.007628900000000272,-0.015634099999999762
102932,2008-01-26,07:36:54,210.0,-38.467012,146.12938,-7.6999998,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.006229100000005872,-0.020119099999988066
102962,2008-01-26,07:37:06,248.0,-38.470806,146.069982,-17.799999,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.0024350999999995793,0.03927889999999934
102972,2008-01-26,07:37:07,496.0,-38.45441,146.074132,-20.799999,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.01883109999999988,0.03512890000001789
102982,2008-01-26,07:37:07,564.0,-38.456166,146.061949,-6.6999998,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.017075099999999566,0.047311900000011065
103012,2008-01-26,07:37:14,953.0,-38.4759,146.089547,-13.1,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.0026589000000001306,0.019713899999999285
103023,2008-01-26,07:37:17,914.0,-38.444027,146.215238,-10.8,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.04192752000000155,0.044075800000001664
103082,2008-01-26,07:37:31,440.0,-38.464792,146.127099,-14.4,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.008449099999999987,-0.01783809999997743
103092,2008-01-26,07:37:49,731.0,-38.451882,146.15044,-18.6,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.02135910000000507,-0.041179099999993696
103102,2008-01-26,07:37:49,788.0,-38.441553,146.111232,-15.8,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.03168810000000377,-0.0019710999999915657
103112,2008-01-26,07:37:49,892.0,-38.431342,146.103357,-10.4,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.041899100000001965,0.005903900000021167
103213,2008-01-26,07:38:10,54.0,-38.444152,146.232012,-17.6,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.0420525200000057,0.027301800000003595
103272,2008-01-26,07:38:20,808.0,-38.470323,146.105436,-9.6999998,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.002918100000002255,0.0038249000000121214
103473,2008-01-26,07:39:28,373.0,-38.451836,146.250869,-7.0999999,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.04973652000000328,0.00844480000000658
103502,2008-01-26,07:39:53,20.0,-38.458464,146.108861,-11.8,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.01477710000000343,0.00039990000001921544
103512,2008-01-26,07:39:53,55.0,-38.437852,146.084943,-12.1,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.03538910000000328,0.02431789999999978
103623,2008-01-26,07:39:58,907.0,-38.421374,146.23835,-6.3000002,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.019274520000003292,0.020963800000004085
103624,2008-01-26,07:39:58,907.0,-38.421374,146.23835,-6.3000002,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.0407279900000006,0.03462390000001392
103633,2008-01-26,07:40:12,757.0,-38.413903,146.27516,-13.6,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.011803520000000844,-0.01584619999999859
103634,2008-01-26,07:40:12,757.0,-38.413903,146.27516,-13.6,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.033256989999998154,-0.0021860999999887554
103692,2008-01-26,07:40:38,703.0,-38.457059,146.139881,-10.9,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.016182100000001753,-0.030620099999993045
103703,2008-01-26,07:40:40,562.0,-38.437394,146.234671,-14.7,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.03529452000000077,0.0246428000000094
103723,2008-01-26,07:40:40,858.0,-38.450221,146.229289,-8.8999996,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.04812152000000225,0.030024800000006735
103814,2008-01-26,07:41:08,468.0,-38.334721,146.248231,-6.0,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.04592500999999771,0.024742900000006784
103852,2008-01-26,07:41:33,737.0,-38.488843,146.108387,-24.700001,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.015601900000000057,0.0008739000000161923
103862,2008-01-26,07:41:33,797.0,-38.462965,146.077174,-11.8,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.010276100000005783,0.03208689999999592
103872,2008-01-26,07:41:33,825.0,-38.491177,146.119902,-8.1000004,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.017935899999997673,-0.010641099999986636
103903,2008-01-26,07:41:44,724.0,-38.432678,146.227126,-11.2,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.030578520000005938,0.03218780000000265
103922,2008-01-26,07:41:52,94.0,-38.468862,146.147759,-10.6,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.004379100000001301,-0.0384980999999982
104023,2008-01-26,07:42:11,57.0,-38.426491,146.29974,-15.8,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.024391520000001776,-0.04042620000001307
104024,2008-01-26,07:42:11,57.0,-38.426491,146.29974,-15.8,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.045844989999999086,-0.026766100000003235
104033,2008-01-26,07:42:11,204.0,-38.422785,146.28264,-19.299999,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.02068552000000068,-0.02332619999998542
104034,2008-01-26,07:42:11,204.0,-38.422785,146.28264,-19.299999,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.04213898999999799,-0.009666099999975586
104043,2008-01-26,07:42:11,491.0,-38.425293,146.287731,-13.6,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.02319352000000663,-0.028417200000006915
104044,2008-01-26,07:42:11,491.0,-38.425293,146.287731,-13.6,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.04464699000000394,-0.014757099999997081
104072,2008-01-26,07:42:24,187.0,-38.481663,146.060129,-45.200001,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.008421899999994764,0.04913190000002032
104082,2008-01-26,07:42:24,259.0,-38.482755,146.069172,-40.099998,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.009513899999994635,0.04008890000000065
104092,2008-01-26,07:42:24,285.0,-38.478651,146.088716,-7.8000002,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.005409899999996526,0.020544900000004418
104372,2008-01-26,07:43:39,818.0,-38.477115,146.078972,-10.1,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.0038738999999949897,0.030288900000016383
104382,2008-01-26,07:43:39,839.0,-38.485364,146.144593,-8.6000004,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.012122899999994274,-0.03533209999997666
104483,2008-01-26,07:43:52,743.0,-38.434414,146.246233,-10.8,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.0323145199999999,0.01308080000001155
104554,2008-01-26,07:44:22,20.0,-38.344953,146.287019,-6.5999999,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.0356930100000028,-0.014045099999975719
104713,2008-01-26,07:44:35,249.0,-38.432617,146.245394,-7.5,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.03051752000000363,0.013919799999996485
104717,2008-01-26,07:44:47,726.0,-37.124371,142.51664,-12.5,D567784,-37.0793,142.4726,23.85,Woodland Grass/Herb-rich,17:30:00,0.04507099999999298,-0.044039999999995416
104744,2008-01-26,07:44:53,852.0,-38.350722,146.294151,-4.8000002,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.029924010000002,-0.021177099999988513
104752,2008-01-26,07:44:58,286.0,-38.463313,146.149002,-11.3,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.009928100000003326,-0.03974109999998632
104823,2008-01-26,07:45:16,165.0,-38.418955,146.283292,-8.8999996,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.016855520000000013,-0.023978199999987737
104824,2008-01-26,07:45:16,165.0,-38.418955,146.283292,-8.8999996,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.03830898999999732,-0.010318099999977903
104832,2008-01-26,07:45:21,58.0,-38.50901,146.135901,-27.0,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.03576890000000077,-0.026640099999980293
104933,2008-01-26,07:45:49,979.0,-38.438779,146.266042,-9.3000002,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.036679519999999854,-0.0067281999999977415
104952,2008-01-26,07:45:53,843.0,-38.464092,146.108445,-14.6,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.009149100000001908,0.0008159000000205197
105053,2008-01-26,07:46:16,41.0,-38.401149,146.292423,-14.9,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,-0.0009504800000001978,-0.033109200000012606
105054,2008-01-26,07:46:16,41.0,-38.401149,146.292423,-14.9,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.020502989999997112,-0.019449100000002773
105092,2008-01-26,07:46:31,842.0,-38.481724,146.115233,-21.5,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.008482899999997073,-0.005972099999979719
105102,2008-01-26,07:46:32,68.0,-38.465211,146.092796,-11.7,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.008030100000006257,0.01646490000001677
105142,2008-01-26,07:46:47,134.0,-38.469734,146.127835,-12.9,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.0035071000000002073,-0.018574099999995042
105152,2008-01-26,07:46:47,173.0,-38.452815,146.148334,-12.1,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.020426100000001668,-0.039073099999995975
105174,2008-01-26,07:46:56,894.0,-38.34529,146.252752,-5.8000002,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.03535601000000099,0.020221900000024107
105202,2008-01-26,07:47:06,908.0,-38.441312,146.104357,-16.0,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.031929099999999266,0.004903900000016392
105232,2008-01-26,07:47:17,301.0,-38.424585,146.128783,-20.200001,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.04865610000000231,-0.019522099999988995
105254,2008-01-26,07:47:17,373.0,-38.335177,146.317018,-17.1,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.04546900999999792,-0.04404409999997938
105383,2008-01-26,07:47:54,933.0,-38.421793,146.28482,-13.9,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.019693520000004128,-0.02550619999999526
105384,2008-01-26,07:47:54,933.0,-38.421793,146.28482,-13.9,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.04114699000000144,-0.011846099999985427
105393,2008-01-26,07:47:54,979.0,-38.423152,146.294112,-11.5,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.021052520000004904,-0.03479820000001155
105394,2008-01-26,07:47:54,979.0,-38.423152,146.294112,-11.5,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.042505990000002214,-0.021138100000001714
105404,2008-01-26,07:47:55,67.0,-38.392679,146.310589,-27.5,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.012032990000001575,-0.03761509999998225
105442,2008-01-26,07:48:07,941.0,-38.489301,146.127842,-20.1,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.016059899999994798,-0.01858109999997737
